ticker,exchange,name,asset_type,type,sector,industry,status
FIBK.US,NASDAQ,First Interstate BancSystem Inc,Common Stock,Common Stock,,,active
FIEE.US,NASDAQ,"FiEE, Inc.",Common Stock,Common Stock,,,active
FIGR.US,NASDAQ,"Figure Technology Solutions, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
FIGX.US,NASDAQ,FIGX Capital Acquisition Corp. Class A Ordinary Share,Common Stock,Common Stock,,,active
FINW.US,NASDAQ,Finwise Bancorp,Common Stock,Common Stock,,,active
FIP.US,NASDAQ,FTAI Infrastructure Inc.,Common Stock,Common Stock,,,active
FISI.US,NASDAQ,Financial Institutions Inc,Common Stock,Common Stock,,,active
FISV.US,NASDAQ,"Fiserv, Inc. Common Stock",Common Stock,Common Stock,,,active
FITB.US,NASDAQ,Fifth Third Bancorp,Common Stock,Common Stock,,,active
FITBM.US,NASDAQ,"Fifth Third Bancorp Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series M",Common Stock,Common Stock,,,active
FIVE.US,NASDAQ,Five Below Inc,Common Stock,Common Stock,,,active
FIVN.US,NASDAQ,Five9 Inc,Common Stock,Common Stock,,,active
FIZZ.US,NASDAQ,National Beverage Corp,Common Stock,Common Stock,,,active
FKWL.US,NASDAQ,Franklin Wireless Corp,Common Stock,Common Stock,,,active
FLD.US,NASDAQ,"Fold Holdings, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
FLEX.US,NASDAQ,Flex Ltd,Common Stock,Common Stock,,,active
FLG-PU.US,NYSE,New York Community Capital Trust V,Common Stock,,,,active
FLGC.US,NASDAQ,Flora Growth Corp,Common Stock,Common Stock,,,active
FLGT.US,NASDAQ,Fulgent Genetics Inc,Common Stock,Common Stock,,,active
FLL.US,NASDAQ,Full House Resorts Inc,Common Stock,Common Stock,,,active
FLNC.US,NASDAQ,Fluence Energy Inc,Common Stock,Common Stock,,,active
FLNT.US,NASDAQ,Fluent Inc,Common Stock,Common Stock,,,active
FLUX.US,NASDAQ,Flux Power Holdings Inc,Common Stock,Common Stock,,,active
FLWS.US,NASDAQ,1-800 FLOWERS.COM Inc,Common Stock,Common Stock,,,active
FLX.US,NASDAQ,BingEx Ltd,Common Stock,Common Stock,,,active
FLXS.US,NASDAQ,Flexsteel Industries Inc,Common Stock,Common Stock,,,active
FLY.US,NASDAQ,Firefly Aerospace Inc. Common Stock,Common Stock,Common Stock,,,active
FLYE.US,NASDAQ,"Fly-E Group, Inc. Common Stock",Common Stock,Common Stock,,,active
FLYW.US,NASDAQ,Flywire Corp,Common Stock,Common Stock,,,active
FMAO.US,NASDAQ,Farmers & Merchants Bancorp Inc,Common Stock,Common Stock,,,active
FMBH.US,NASDAQ,First Mid Illinois Bancshares Inc,Common Stock,Common Stock,,,active
FMFC.US,NASDAQ,Kandal M Venture Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
FMNB.US,NASDAQ,Farmers National Banc Corp,Common Stock,Common Stock,,,active
FMST.US,NASDAQ,Foremost Lithium Resource & Technology Ltd. Common stock,Common Stock,Common Stock,,,active
FNGR.US,NASDAQ,FingerMotion Inc,Common Stock,Common Stock,,,active
FNKO.US,NASDAQ,Funko Inc,Common Stock,Common Stock,,,active
FNLC.US,NASDAQ,First Bancorp Inc,Common Stock,Common Stock,,,active
FNWB.US,NASDAQ,First Northwest Bancorp,Common Stock,Common Stock,,,active
FNWD.US,NASDAQ,Finward Bancorp,Common Stock,Common Stock,,,active
FOFO.US,NASDAQ,"Hang Feng Technology Innovation Co., Ltd.",Common Stock,Common Stock,,,active
FOLD.US,NASDAQ,Amicus Therapeutics Inc,Common Stock,Common Stock,,,active
FONR.US,NASDAQ,Fonar Corporation,Common Stock,Common Stock,,,active
FORA.US,NASDAQ,Forian Inc,Common Stock,Common Stock,,,active
FORD.US,NASDAQ,Forward Industries Inc,Common Stock,Common Stock,,,active
FORM.US,NASDAQ,FormFactor Inc,Common Stock,Common Stock,,,active
FORR.US,NASDAQ,Forrester Research Inc,Common Stock,Common Stock,,,active
FORTY.US,NASDAQ,Formula Systems 1985 Ltd ADR,Common Stock,Common Stock,,,active
FOSL.US,NASDAQ,Fossil Group Inc,Common Stock,Common Stock,,,active
FOX.US,NASDAQ,Fox Corp Class B,Common Stock,Common Stock,,,active
FOXA.US,NASDAQ,Fox Corp Class A,Common Stock,Common Stock,,,active
FOXF.US,NASDAQ,Fox Factory Holding Corp,Common Stock,Common Stock,,,active
FOXX.US,NASDAQ,Foxx Development Holdings Inc.,Common Stock,Common Stock,,,active
FOXXW.US,NASDAQ,Foxx Development Holdings Inc.,Common Stock,Common Stock,,,active
FPAYQ.US,NASDAQ,FlexShopper Inc.,Common Stock,Common Stock,,,active
FRAF.US,NASDAQ,Franklin Financial Services Corp,Common Stock,Common Stock,,,active
FRBA.US,NASDAQ,First Bank,Common Stock,Common Stock,,,active
FRD.US,NASDAQ,Friedman Industries Inc. Common Stock,Common Stock,Common Stock,,,active
FRGT.US,NASDAQ,Freight Technologies Inc,Common Stock,Common Stock,,,active
FRHC.US,NASDAQ,Freedom Holding Corp,Common Stock,Common Stock,,,active
FRME.US,NASDAQ,First Merchants Corporation,Common Stock,Common Stock,,,active
FRMEP.US,NASDAQ,First Merchants Corporation Depository Shares,Common Stock,Common Stock,,,active
FRMI.US,NASDAQ,Fermi Inc.,Common Stock,Common Stock,,,active
FROG.US,NASDAQ,Jfrog Ltd,Common Stock,Common Stock,,,active
FRPH.US,NASDAQ,Frp Holdings Ord,Common Stock,Common Stock,,,active
FRPT.US,NASDAQ,Freshpet Inc,Common Stock,Common Stock,,,active
FRSH.US,NASDAQ,Freshworks Inc,Common Stock,Common Stock,,,active
FRST.US,NASDAQ,Primis Financial Corp,Common Stock,Common Stock,,,active
FRSX.US,NASDAQ,Foresight Autonomous Holdings Ltd ADR,Common Stock,Common Stock,,,active
FSBC.US,NASDAQ,Five Star Bancorp,Common Stock,Common Stock,,,active
FSBW.US,NASDAQ,FS Bancorp Inc,Common Stock,Common Stock,,,active
FSEA.US,NASDAQ,First Seacoast Bancorp,Common Stock,Common Stock,,,active
FSFG.US,NASDAQ,First Savings Financial Group Inc,Common Stock,Common Stock,,,active
FSHP.US,NASDAQ,Flag Ship Acquisition Corp. Ordinary Shares,Common Stock,Common Stock,,,active
FSHPR.US,NASDAQ,Flag Ship Acquisition Corp. Right,Common Stock,Common Stock,,,active
FSHPU.US,NASDAQ,Flag Ship Acquisition Corp. Unit,Common Stock,Common Stock,,,active
FSLR.US,NASDAQ,First Solar Inc,Common Stock,Common Stock,,,active
FSTR.US,NASDAQ,LB Foster Company,Common Stock,Common Stock,,,active
FSV.US,NASDAQ,FirstService Corp,Common Stock,Common Stock,,,active
FTAI.US,NASDAQ,FTAI Aviation Ltd.,Common Stock,Common Stock,,,active
FTAIN.US,NASDAQ,Fortress Transportation and Preferred Series C,Common Stock,Common Stock,,,active
FTCI.US,NASDAQ,FTC Solar Inc,Common Stock,Common Stock,,,active
FTDR.US,NASDAQ,Frontdoor Inc,Common Stock,Common Stock,,,active
FTEK.US,NASDAQ,Fuel Tech Inc,Common Stock,Common Stock,,,active
FTEL.US,NASDAQ,Fitell Corporation Ordinary Shares,Common Stock,Common Stock,,,active
FTFT.US,NASDAQ,Future Fintech Group Inc,Common Stock,Common Stock,,,active
FTHM.US,NASDAQ,Fathom Holdings Inc,Common Stock,Common Stock,,,active
FTLF.US,NASDAQ,"FitLife Brands, Inc. Common Stock",Common Stock,Common Stock,,,active
FTNT.US,NASDAQ,Fortinet Inc,Common Stock,Common Stock,,,active
FTRE.US,NASDAQ,Fortrea Holdings Inc.,Common Stock,Common Stock,,,active
FTRK.US,NASDAQ,FAST TRACK GROUP,Common Stock,Common Stock,,,active
FUFU.US,NASDAQ,BitFuFu Inc. Class A Ordinary Shares,Common Stock,Common Stock,,,active
FUFUW.US,NASDAQ,BitFuFu Inc. Warrant,Common Stock,Common Stock,,,active
FULC.US,NASDAQ,Fulcrum Therapeutics Inc,Common Stock,Common Stock,,,active
FULT.US,NASDAQ,Fulton Financial Corporation,Common Stock,Common Stock,,,active
FUNC.US,NASDAQ,First United Corporation,Common Stock,Common Stock,,,active
FUND.US,NASDAQ,Sprott Focus Trust,Common Stock,Common Stock,,,active
FUSB.US,NASDAQ,First US Bancshares Inc,Common Stock,Common Stock,,,active
FUSE.US,NASDAQ,Fusemachines Inc. Common stock,Common Stock,Common Stock,,,active
FUTU.US,NASDAQ,Futu Holdings Ltd,Common Stock,Common Stock,,,active
FVCB.US,NASDAQ,FVCBankcorp Inc,Common Stock,Common Stock,,,active
FVN.US,NASDAQ,Future Vision II Acquisition Corporation Ordinary shares,Common Stock,Common Stock,,,active
FVNNU.US,NASDAQ,Future Vision II Acquisition Corporation Units,Common Stock,Common Stock,,,active
FWDI.US,NASDAQ,"Forward Industries, Inc.",Common Stock,Common Stock,,,active
FWONA.US,NASDAQ,Liberty Media Corporation Series A Liberty Formula One Common Stock,Common Stock,Common Stock,,,active
FWONK.US,NASDAQ,Liberty Media Corporation Series C Liberty Formula One Common Stock,Common Stock,Common Stock,,,active
FWRD.US,NASDAQ,Forward Air Corporation,Common Stock,Common Stock,,,active
FWRG.US,NASDAQ,First Watch Restaurant Group Inc,Common Stock,Common Stock,,,active
FXNC.US,NASDAQ,First National Corp,Common Stock,Common Stock,,,active
FYBR.US,NASDAQ,Frontier Communications Parent Inc,Common Stock,Common Stock,,,active
GABC.US,NASDAQ,German American Bancorp Inc,Common Stock,Common Stock,,,active
GAIA.US,NASDAQ,Gaia Inc,Common Stock,Common Stock,,,active
GAIN.US,NASDAQ,Gladstone Investment Corporation,Common Stock,Common Stock,,,active
GAINI.US,NASDAQ,Gladstone Investment Corporation 7.875% Notes due 2030,Common Stock,Common Stock,,,active
GALT.US,NASDAQ,Galectin Therapeutics Inc,Common Stock,Common Stock,,,active
GAMB.US,NASDAQ,Gambling.com Group Ltd,Common Stock,Common Stock,,,active
GAME.US,NASDAQ,GameSquare Holdings Inc.,Common Stock,Common Stock,,,active
GANX.US,NASDAQ,Gain Therapeutics Inc,Common Stock,Common Stock,,,active
GASS.US,NASDAQ,StealthGas Inc,Common Stock,Common Stock,,,pending_fundamentals
GAUZ.US,NASDAQ,Gauzy Ltd. Ordinary Shares,Common Stock,Common Stock,,,pending_fundamentals
GBDC.US,NASDAQ,Golub Capital BDC Inc,Common Stock,Common Stock,,,pending_fundamentals
GBIO.US,NASDAQ,Generation Bio Co,Common Stock,Common Stock,,,pending_fundamentals
GBLI.US,NASDAQ,"Global Indemnity Group, LLC Class A Common Stock",Common Stock,Common Stock,,,pending_fundamentals
GBNY.US,NASDAQ,Generations Bancorp NY Inc,Common Stock,Common Stock,,,pending_fundamentals
GCBC.US,NASDAQ,Greene County Bancorp Inc,Common Stock,Common Stock,,,pending_fundamentals
GCL.US,NASDAQ,GCL Global Holdings Ltd Ordinary Shares,Common Stock,Common Stock,,,pending_fundamentals
GCLWW.US,NASDAQ,GCL Global Holdings Ltd Warrants,Common Stock,Common Stock,,,pending_fundamentals
GCMG.US,NASDAQ,GCM Grosvenor Inc,Common Stock,Common Stock,,,pending_fundamentals
GCT.US,NASDAQ,GigaCloud Technology Inc Class A Ordinary Shares,Common Stock,Common Stock,,,pending_fundamentals
GCTK.US,NASDAQ,GlucoTrack Inc,Common Stock,Common Stock,,,pending_fundamentals
GDC.US,NASDAQ,GD Culture Group Limited,Common Stock,Common Stock,,,pending_fundamentals
GDEN.US,NASDAQ,Golden Entertainment Inc,Common Stock,Common Stock,,,pending_fundamentals
GDEV.US,NASDAQ,GDEV Inc.,Common Stock,Common Stock,,,pending_fundamentals
GDHG.US,NASDAQ,Golden Heaven Group Holdings Ltd. Ordinary Shares,Common Stock,Common Stock,,,pending_fundamentals
GDRX.US,NASDAQ,Goodrx Holdings Inc,Common Stock,Common Stock,,,pending_fundamentals
GDS.US,NASDAQ,GDS Holdings Ltd,Common Stock,Common Stock,,,pending_fundamentals
GDST.US,NASDAQ,Goldenstone Acquisition Ltd,Common Stock,Common Stock,,,pending_fundamentals
GDTC.US,NASDAQ,CytoMed Therapeutics Limited Ordinary Shares,Common Stock,Common Stock,,,pending_fundamentals
GDYN.US,NASDAQ,Grid Dynamics Holdings Inc,Common Stock,Common Stock,,,active
GECC.US,NASDAQ,Great Elm Capital Corp,Common Stock,Common Stock,,,active
GECCG.US,NASDAQ,Great Elm Capital Corp. 7.75% Notes Due 2030,Common Stock,Common Stock,,,active
GECCH.US,NASDAQ,GECCH,Common Stock,Common Stock,,,active
GEG.US,NASDAQ,Great Elm Group Inc,Common Stock,Common Stock,,,active
GEHC.US,NASDAQ,GE HealthCare Technologies Inc.,Common Stock,Common Stock,,,active
GELS.US,NASDAQ,Gelteq Limited Ordinary Shares,Common Stock,Common Stock,,,active
GEMI.US,NASDAQ,"Gemini Space Station, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
GEN.US,NASDAQ,Gen Digital Inc.,Common Stock,Common Stock,,,active
GENK.US,NASDAQ,"GEN Restaurant Group, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
GENVR.US,NASDAQ,Gen Digital Inc. Contingent Value Rights,Common Stock,Common Stock,,,active
GEOS.US,NASDAQ,Geospace Technologies Corporation,Common Stock,Common Stock,,,active
GERN.US,NASDAQ,Geron Corporation,Common Stock,Common Stock,,,active
GEVO.US,NASDAQ,Gevo Inc,Common Stock,Common Stock,,,active
GFAI.US,NASDAQ,Guardforce AI Co Ltd,Common Stock,Common Stock,,,active
GFS.US,NASDAQ,Globalfoundries Inc,Common Stock,Common Stock,,,active
GGAL.US,NASDAQ,Grupo Financiero Galicia SA ADR,Common Stock,Common Stock,,,active
GGR.US,NASDAQ,Gogoro Inc,Common Stock,Common Stock,,,active
GGROW.US,NASDAQ,Gogoro Equity Warrant Exp 4th April 2027,Common Stock,Common Stock,,,active
GH.US,NASDAQ,Guardant Health Inc,Common Stock,Common Stock,,,active
GHRS.US,NASDAQ,GH Research PLC,Common Stock,Common Stock,,,active
GIBO.US,NASDAQ,Global IBO Group Ltd,Common Stock,Common Stock,,,active
GIBOW.US,NASDAQ,GIBO Holdings Limited,Common Stock,Common Stock,,,active
GIFT.US,NASDAQ,"RDE, Inc.",Common Stock,Common Stock,,,active
GIG.US,NASDAQ,GigCapital7 Corp. Class A Ordinary Share,Common Stock,Common Stock,,,active
GIGGU.US,NASDAQ,GigCapital7 Corp.,Common Stock,Common Stock,,,active
GIGGW.US,NASDAQ,GigCapital7 Corp.,Common Stock,Common Stock,,,active
GIGM.US,NASDAQ,Giga Media Ltd,Common Stock,Common Stock,,,active
GIII.US,NASDAQ,G-III Apparel Group Ltd,Common Stock,Common Stock,,,active
GILD.US,NASDAQ,Gilead Sciences Inc,Common Stock,Common Stock,,,active
GILT.US,NASDAQ,Gilat Satellite Networks Ltd,Common Stock,Common Stock,,,active
GIPR.US,NASDAQ,Generation Income Properties Inc,Common Stock,Common Stock,,,active
GITS.US,NASDAQ,"Global Interactive Technologies, Inc",Common Stock,Common Stock,,,active
GIXXU.US,NASDAQ,GigCapital9 Corp. Units,Common Stock,Common Stock,,,active
GLAD.US,NASDAQ,Gladstone Capital Corporation,Common Stock,Common Stock,,,active
GLBE.US,NASDAQ,Global-E Online Ltd,Common Stock,Common Stock,,,active
GLBS.US,NASDAQ,Globus Maritime Ltd,Common Stock,Common Stock,,,active
GLBZ.US,NASDAQ,Glen Burnie Bancorp,Common Stock,Common Stock,,,active
GLDD.US,NASDAQ,Great Lakes Dredge & Dock,Common Stock,Common Stock,,,active
GLE.US,NASDAQ,Global Engine Group Holding Limited Ordinary Shares,Common Stock,Common Stock,,,active
GLIBA.US,NASDAQ,"GCI Liberty, Inc. - Series A GCI Group",Common Stock,Common Stock,,,active
GLIBK.US,NASDAQ,"GCI Liberty, Inc.",Common Stock,Common Stock,,,active
GLMD.US,NASDAQ,Galmed Pharmaceuticals Ltd,Common Stock,Common Stock,,,active
GLNG.US,NASDAQ,Golar LNG Limited,Common Stock,Common Stock,,,active
GLOO.US,NASDAQ,"Gloo Holdings, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
GLPG.US,NASDAQ,Galapagos NV ADR,Common Stock,Common Stock,,,active
GLPI.US,NASDAQ,Gaming & Leisure Properties,Common Stock,Common Stock,,,active
GLPPRB.US,NYSE,Global Partners LP 9.5% Pfd. Series B,Common Stock,,,,active
GLRE.US,NASDAQ,Greenlight Capital Re Ltd,Common Stock,Common Stock,,,active
GLSI.US,NASDAQ,Greenwich Lifesciences Inc,Common Stock,Common Stock,,,active
GLTO.US,NASDAQ,Galecto Inc,Common Stock,Common Stock,,,active
GLUE.US,NASDAQ,Monte Rosa Therapeutics Inc,Common Stock,Common Stock,,,active
GLXG.US,NASDAQ,Galaxy Payroll Group Limited Ordinary Shares,Common Stock,Common Stock,,,active
GLXY.US,NASDAQ,Galaxy Digital Holdings Ltd,Common Stock,Common Stock,,,active
GMAB.US,NASDAQ,Genmab AS,Common Stock,Common Stock,,,active
GMGI.US,NASDAQ,Golden Matrix Group Inc,Common Stock,Common Stock,,,active
GMGT.US,NASDAQ,Gaming Technologies Inc. Common Stock,Common Stock,Common Stock,,,active
GMHS.US,NASDAQ,Gamehaus Holdings Inc. Class A Ordinary Shares,Common Stock,Common Stock,,,active
GMM.US,NASDAQ,Global Mofy Metaverse Limited Ordinary Shares,Common Stock,Common Stock,,,active
GNFT.US,NASDAQ,Genfit S.A.,Common Stock,Common Stock,,,active
GNFTY.US,NASDAQ,Genfit SA Sponsored ADR,Common Stock,Common Stock,,,active
GNLN.US,NASDAQ,Greenlane Holdings Inc,Common Stock,Common Stock,,,active
GNLX.US,NASDAQ,Genelux Corporation Common Stock,Common Stock,Common Stock,,,active
GNPX.US,NASDAQ,Genprex Inc,Common Stock,Common Stock,,,active
GNSS.US,NASDAQ,Genasys Inc,Common Stock,Common Stock,,,active
GNTA.US,NASDAQ,Genenta Science SpA ADR,Common Stock,Common Stock,,,active
GNTX.US,NASDAQ,Gentex Corporation,Common Stock,Common Stock,,,active
GO.US,NASDAQ,Grocery Outlet Holding Corp,Common Stock,Common Stock,,,active
GOCO.US,NASDAQ,GoHealth Inc.,Common Stock,Common Stock,,,active
GOGO.US,NASDAQ,Gogo Inc,Common Stock,Common Stock,,,active
GOLD.US,NASDAQ,"Gold.com, Inc.",Common Stock,Common Stock,,,active
GOOD.US,NASDAQ,Gladstone Commercial Corporation,Common Stock,Common Stock,,,active
GOOG.US,NASDAQ,Alphabet Inc Class C,Common Stock,Common Stock,,,active
GOSS.US,NASDAQ,Gossamer Bio Inc,Common Stock,Common Stock,,,active
GOVX.US,NASDAQ,GeoVax Labs Inc,Common Stock,Common Stock,,,active
GP.US,NASDAQ,GreenPower Motor Company Inc,Common Stock,Common Stock,,,active
GPAT.US,NASDAQ,GP-Act III Acquisition Corp. Class A Ordinary Share,Common Stock,Common Stock,,,active
GPATU.US,NASDAQ,GP-Act III Acquisition Corp. Units,Common Stock,Common Stock,,,active
GPATW.US,NASDAQ,GP-Act III Acquisition Corp. Warrants,Common Stock,Common Stock,,,active
GPCR.US,NASDAQ,Structure Therapeutics Inc. American Depositary Shares,Common Stock,Common Stock,,,active
GPJA.US,NYSE,Georgia Power Co,Common Stock,,,,active
GPRE.US,NASDAQ,Green Plains Renewable Energy Inc,Common Stock,Common Stock,,,active
GPRO.US,NASDAQ,GoPro Inc,Common Stock,Common Stock,,,active
GRAB.US,NASDAQ,Grab Holdings Ltd,Common Stock,Common Stock,,,active
GRABW.US,NASDAQ,Grab Holdings Limited Warrant,Common Stock,Common Stock,,,active
GRAL.US,NASDAQ,"GRAIL, LLC",Common Stock,Common Stock,,,active
GRAN.US,NASDAQ,Grande Group Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
GRCE.US,NASDAQ,"Grace Therapeutics, Inc.",Common Stock,Common Stock,,,active
GRDX.US,NASDAQ,"Entero Therapeutics, Inc.",Common Stock,Common Stock,,,active
GREE.US,NASDAQ,Greenidge Generation Holdings Inc,Common Stock,Common Stock,,,active
GRFS.US,NASDAQ,Grifols SA ADR,Common Stock,Common Stock,,,active
GRI.US,NASDAQ,GRI Bio Inc.,Common Stock,Common Stock,,,active
GRLFD.US,NASDAQ,Green Leaf Innovations Inc.,Common Stock,Common Stock,,,active
GRNLD.US,NASDAQ,Greenlite Ventures Inc.,Common Stock,Common Stock,,,active
GRNQ.US,NASDAQ,GreenPro Capital Corp,Common Stock,Common Stock,,,active
GROM.US,NASDAQ,Grom Social Enterprises Inc,Common Stock,Common Stock,,,active
GROW.US,NASDAQ,US Global Investors Inc,Common Stock,Common Stock,,,active
GRPN.US,NASDAQ,Groupon Inc,Common Stock,Common Stock,,,active
GRRR.US,NASDAQ,Gorilla Technology Group Inc.,Common Stock,Common Stock,,,active
GRRRW.US,NASDAQ,Gorilla Technology Group Inc.,Common Stock,Common Stock,,,active
GRVY.US,NASDAQ,Gravity Co Ltd,Common Stock,Common Stock,,,active
GRWG.US,NASDAQ,GrowGeneration Corp,Common Stock,Common Stock,,,active
GSAT.US,NASDAQ,"Globalstar, Inc. Common Stock",Common Stock,Common Stock,,,active
GSBC.US,NASDAQ,Great Southern Bancorp Inc,Common Stock,Common Stock,,,active
GSHD.US,NASDAQ,Goosehead Insurance Inc,Common Stock,Common Stock,,,active
GSHR.US,NASDAQ,Gesher Acquisition Corp. II,Common Stock,Common Stock,,,active
GSHRU.US,NASDAQ,Gesher Acquisition Corp. II Units,Common Stock,Common Stock,,,active
GSHRW.US,NASDAQ,Gesher Acquisition Corp. II,Common Stock,Common Stock,,,active
GSIT.US,NASDAQ,GSI Technology Inc,Common Stock,Common Stock,,,active
GSIW.US,NASDAQ,Garden Stage Limited Ordinary Shares,Common Stock,Common Stock,,,active
GSM.US,NASDAQ,Ferroglobe PLC,Common Stock,Common Stock,,,active
GSRF.US,NASDAQ,GSR IV Acquisition Corp. Class A ordinary share,Common Stock,Common Stock,,,active
GSUN.US,NASDAQ,Golden Sun Education Group Ltd,Common Stock,Common Stock,,,active
GT.US,NASDAQ,Goodyear Tire & Rubber Co,Common Stock,Common Stock,,,active
GTBP.US,NASDAQ,GT Biopharma Inc,Common Stock,Common Stock,,,active
GTEC.US,NASDAQ,Greenland Acquisition Corp,Common Stock,Common Stock,,,active
GTEN.US,NASDAQ,"Gores Holdings X, Inc. Class A ordinary shares",Common Stock,Common Stock,,,active
GTENU.US,NASDAQ,"Gores Holdings X, Inc. Units",Common Stock,Common Stock,,,active
GTERA.US,NASDAQ,Globa Terra Acquisition Corporation Class A Ordinary Shares,Common Stock,Common Stock,,,active
GTIM.US,NASDAQ,Good Times Restaurants Inc,Common Stock,Common Stock,,,active
