ticker,exchange,name,asset_type,type,sector,industry,status
LQDT.US,NASDAQ,Liquidity Services Inc,Common Stock,Common Stock,,,active
LRE.US,NASDAQ,"Lead Real Estate Co., Ltd American Depositary Shares",Common Stock,Common Stock,,,active
LRHC.US,NASDAQ,La Rosa Holdings Corp. Common Stock,Common Stock,Common Stock,,,active
LRMR.US,NASDAQ,Larimar Therapeutics Inc,Common Stock,Common Stock,,,active
LSAK.US,NASDAQ,Lesaka Technologies Inc,Common Stock,Common Stock,,,active
LSBK.US,NASDAQ,Lake Shore Bancorp Inc,Common Stock,Common Stock,,,active
LSCC.US,NASDAQ,Lattice Semiconductor Corporation,Common Stock,Common Stock,,,active
LSDIF.US,NASDAQ,Lucy Scientific Discovery Inc.,Common Stock,Common Stock,,,active
LSE.US,NASDAQ,"Leishen Energy Holding Co., Ltd. Ordinary Shares",Common Stock,Common Stock,,,active
LSH.US,NASDAQ,Lakeside Holding Limited Common Stock,Common Stock,Common Stock,,,active
LSTA.US,NASDAQ,Lisata Therapeutics Inc.,Common Stock,Common Stock,,,active
LSTR.US,NASDAQ,Landstar System Inc,Common Stock,Common Stock,,,active
LTBR.US,NASDAQ,Lightbridge Corp,Common Stock,Common Stock,,,active
LTCH.US,NASDAQ,Latch Inc,Common Stock,Common Stock,,,active
LTRN.US,NASDAQ,Lantern Pharma Inc,Common Stock,Common Stock,,,active
LTRX.US,NASDAQ,Lantronix Inc,Common Stock,Common Stock,,,active
LTRYW.US,NASDAQ,"Lottery.com, Inc. Warrants",Common Stock,Common Stock,,,active
LUCD.US,NASDAQ,Lucid Diagnostics Inc,Common Stock,Common Stock,,,active
LUCY.US,NASDAQ,Innovative Eyewear Inc.,Common Stock,Common Stock,,,active
LUCYW.US,NASDAQ,Innovative Eyewear Inc,Common Stock,Common Stock,,,active
LULU.US,NASDAQ,Lululemon Athletica Inc.,Common Stock,Common Stock,,,active
LUNG.US,NASDAQ,Pulmonx Corp,Common Stock,Common Stock,,,active
LUNR.US,NASDAQ,Intuitive Machines Inc. ,Common Stock,Common Stock,,,active
LUXHQ.US,NASDAQ,LuxUrban Hotels Inc.,Common Stock,Common Stock,,,active
LVLU.US,NASDAQ,Lulu's Fashion Lounge Holdings Inc,Common Stock,Common Stock,,,active
LVO.US,NASDAQ,LiveOne Inc,Common Stock,Common Stock,,,active
LVRO.US,NASDAQ,Lavoro Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
LVROW.US,NASDAQ,Lavoro Limited Warrant,Common Stock,Common Stock,,,active
LWAY.US,NASDAQ,Lifeway Foods Inc,Common Stock,Common Stock,,,active
LWLG.US,NASDAQ,Lightwave Logic Inc,Common Stock,Common Stock,,,active
LX.US,NASDAQ,Lexinfintech Holdings Ltd,Common Stock,Common Stock,,,active
LXEH.US,NASDAQ,Lixiang Education Holding Co Ltd,Common Stock,Common Stock,,,active
LXEO.US,NASDAQ,"Lexeo Therapeutics, Inc. Common Stock",Common Stock,Common Stock,,,active
LXRX.US,NASDAQ,Lexicon Pharmaceuticals Inc,Common Stock,Common Stock,,,active
LYEL.US,NASDAQ,Lyell Immunopharma Inc,Common Stock,Common Stock,,,active
LYFT.US,NASDAQ,LYFT Inc,Common Stock,Common Stock,,,active
LYRA.US,NASDAQ,Lyra Therapeutics Inc,Common Stock,Common Stock,,,active
LYTS.US,NASDAQ,LSI Industries Inc,Common Stock,Common Stock,,,active
LZ.US,NASDAQ,LegalZoom.com Inc,Common Stock,Common Stock,,,active
LZMH.US,NASDAQ,LZ Technology Holdings Limited Class B Ordinary Shares,Common Stock,Common Stock,,,active
MAAS.US,NASDAQ,Highest Performances Holdings Inc.,Common Stock,Common Stock,,,active
MACI.US,NASDAQ,Melar Acquisition Corp. I Class A Ordinary Shares,Common Stock,Common Stock,,,active
MACIU.US,NASDAQ,Melar Acquisition Corp. I Unit,Common Stock,Common Stock,,,active
MACIW.US,NASDAQ,Melar Acquisition Corp. I Warrant,Common Stock,Common Stock,,,active
MAGH.US,NASDAQ,Magnitude International Ltd Ordinary Shares,Common Stock,Common Stock,,,active
MAMA.US,NASDAQ,Mama's Creations Inc.,Common Stock,Common Stock,,,active
MAMK.US,NASDAQ,MaxsMaking Inc. Class A Ordinary Shares,Common Stock,Common Stock,,,active
MAMO.US,NASDAQ,Massimo Group Common Stock,Common Stock,Common Stock,,,active
MANH.US,NASDAQ,Manhattan Associates Inc,Common Stock,Common Stock,,,active
MAPS.US,NASDAQ,WM Technology Inc,Common Stock,Common Stock,,,active
MAPSW.US,NASDAQ,WM Technology Inc,Common Stock,Common Stock,,,active
MAR.US,NASDAQ,Marriott International Inc,Common Stock,Common Stock,,,active
MARA.US,NASDAQ,Marathon Digital Holdings Inc,Common Stock,Common Stock,,,active
MARPS.US,NASDAQ,Marine Petroleum Trust,Common Stock,Common Stock,,,active
MASI.US,NASDAQ,Masimo Corporation,Common Stock,Common Stock,,,active
MASK.US,NASDAQ,3 E Network Technology Group Ltd Class A Ordinary Shares,Common Stock,Common Stock,,,active
MASS.US,NASDAQ,908 Devices Inc,Common Stock,Common Stock,,,active
MAT.US,NASDAQ,Mattel Inc,Common Stock,Common Stock,,,active
MATH.US,NASDAQ,Metalpha Technology Holding Limited,Common Stock,Common Stock,,,active
MATW.US,NASDAQ,Matthews International Corporation,Common Stock,Common Stock,,,active
MAXN.US,NASDAQ,Maxeon Solar Technologies Ltd,Common Stock,Common Stock,,,active
MAYS.US,NASDAQ,J W Mays Inc,Common Stock,Common Stock,,,active
MAZE.US,NASDAQ,"Maze Therapeutics, Inc. Common Stock",Common Stock,Common Stock,,,active
MB.US,NASDAQ,MasterBeef Group Ordinary Shares,Common Stock,Common Stock,,,active
MBAI.US,NASDAQ,Check-Cap Ltd.,Common Stock,Common Stock,,,active
MBAV.US,NASDAQ,M3-Brigade Acquisition V Corp. Class A Ordinary shares,Common Stock,Common Stock,,,active
MBAVU.US,NASDAQ,M3-Brigade Acquisition V Corp. Units,Common Stock,Common Stock,,,active
MBAVW.US,NASDAQ,M3-Brigade Acquisition V Corp. Warrant,Common Stock,Common Stock,,,active
MBCN.US,NASDAQ,Middlefield Banc,Common Stock,Common Stock,,,active
MBIN.US,NASDAQ,Merchants Bancorp,Common Stock,Common Stock,,,active
MBINM.US,NASDAQ,Merchants Bancorp,Common Stock,Common Stock,,,active
MBIO.US,NASDAQ,Mustang Bio Inc,Common Stock,Common Stock,,,active
MBLY.US,NASDAQ,Mobileye Global Inc. Class A Common Stock,Common Stock,Common Stock,,,active
MBOT.US,NASDAQ,Microbot Medical Inc,Common Stock,Common Stock,,,active
MBRX.US,NASDAQ,Moleculin Biotech Inc,Common Stock,Common Stock,,,active
MBUU.US,NASDAQ,Malibu Boats Inc,Common Stock,Common Stock,,,active
MBVI.US,NASDAQ,M3-Brigade Acquisition VI Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
MBWM.US,NASDAQ,Mercantile Bank Corporation,Common Stock,Common Stock,,,active
MBX.US,NASDAQ,"MBX Biosciences, Inc. Common Stock",Common Stock,Common Stock,,,active
MCAG.US,NASDAQ,Mountain Crest Acquisition Corp V,Common Stock,Common Stock,,,active
MCBS.US,NASDAQ,MetroCity Bankshares,Common Stock,Common Stock,,,active
MCFT.US,NASDAQ,MCBC Holdings Inc,Common Stock,Common Stock,,,active
MCGA.US,NASDAQ,MCGA,Common Stock,Common Stock,,,active
MCHP.US,NASDAQ,Microchip Technology Inc,Common Stock,Common Stock,,,active
MCHPP.US,NASDAQ,Microchip Technology Incorporated,Common Stock,Common Stock,,,active
MCHX.US,NASDAQ,Marchex Inc,Common Stock,Common Stock,,,active
MCOM.US,NASDAQ,Micromobility.com Inc.,Common Stock,Common Stock,,,active
MCOMW.US,NASDAQ,Micromobility.com Inc.,Common Stock,Common Stock,,,active
MCRB.US,NASDAQ,Seres Therapeutics Inc,Common Stock,Common Stock,,,active
MCRI.US,NASDAQ,Monarch Casino & Resort Inc,Common Stock,Common Stock,,,active
MCTA.US,NASDAQ,Charming Medical Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
MCTR.US,NASDAQ,CTRL Group Limited Ordinary Shares,Common Stock,Common Stock,,,active
MCW.US,NASDAQ,"Mister Car Wash, Inc. Common Stock",Common Stock,Common Stock,,,active
MDAI.US,NASDAQ,Spectral AI Inc.,Common Stock,Common Stock,,,active
MDAIW.US,NASDAQ,Spectral AI Inc,Common Stock,Common Stock,,,active
MDB.US,NASDAQ,MongoDB,Common Stock,Common Stock,,,active
MDBH.US,NASDAQ,"MDB Capital Holdings, LLC Class A common",Common Stock,Common Stock,,,active
MDGL.US,NASDAQ,Madrigal Pharmaceuticals Inc,Common Stock,Common Stock,,,active
MDIA.US,NASDAQ,Mediaco Holding Inc,Common Stock,Common Stock,,,active
MDLK.US,NASDAQ,ModuLink Inc.,Common Stock,Common Stock,,,active
MDLN.US,NASDAQ,Medline Inc. Class A Common Stock,Common Stock,Common Stock,,,active
MDLZ.US,NASDAQ,Mondelez International Inc,Common Stock,Common Stock,,,active
MDRR.US,NASDAQ,Medalist Diversified Reit Inc,Common Stock,Common Stock,,,active
MDRX.US,NASDAQ,Veradigm Inc.,Common Stock,Common Stock,,,active
MDWD.US,NASDAQ,Mediwound Ltd,Common Stock,Common Stock,,,active
MDXG.US,NASDAQ,MiMedx Group Inc,Common Stock,Common Stock,,,active
MDXH.US,NASDAQ,MDxHealth SA ADR,Common Stock,Common Stock,,,active
MEDP.US,NASDAQ,Medpace Holdings Inc,Common Stock,Common Stock,,,active
MEGL.US,NASDAQ,Magic Empire Global Limited,Common Stock,Common Stock,,,active
MEHA.US,NASDAQ,"Functional Brands, Inc. Common Stock",Common Stock,Common Stock,,,active
MELI.US,NASDAQ,MercadoLibre Inc.,Common Stock,Common Stock,,,active
MENS.US,NASDAQ,Jyong Biotech Ltd. Ordinary Shares,Common Stock,Common Stock,,,active
MEOH.US,NASDAQ,Methanex Corporation,Common Stock,Common Stock,,,active
MERC.US,NASDAQ,Mercer International Inc,Common Stock,Common Stock,,,active
MESH.US,NASDAQ,Meshflow Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
MESHW.US,NASDAQ,Meshflow Acquisition Corp. Warrants,Common Stock,Common Stock,,,active
MESO.US,NASDAQ,Mesoblast Ltd,Common Stock,Common Stock,,,active
METC.US,NASDAQ,Ramaco Resources Inc,Common Stock,Common Stock,,,active
METCB.US,NASDAQ,Ramaco Resources Inc.,Common Stock,Common Stock,,,active
METCI.US,NASDAQ,"Ramaco Resources, Inc. 8.250% Senior Notes due 2030",Common Stock,Common Stock,,,active
METCZ.US,NASDAQ,"Ramaco Resources, Inc. 8.375% Senior Notes due 2029",Common Stock,Common Stock,,,active
MEVOU.US,NASDAQ,M Evo Global Acquisition Corp II Units,Common Stock,Common Stock,,,active
MFAN.US,NYSE,"MFA Financial, Inc. 8.875%",Common Stock,Common Stock,,,active
MFAO.US,NYSE,"MFA Financial, Inc. 9.000%",Common Stock,Common Stock,,,active
MFI.US,NASDAQ,mF International Limited Ordinary Shares,Common Stock,Common Stock,,,active
MFIC.US,NASDAQ,MidCap Financial Investment Corporation,Common Stock,Common Stock,,,active
MFIN.US,NASDAQ,Medallion Financial Corp,Common Stock,Common Stock,,,active
MGAM.US,NASDAQ,Mobile Global Esports Inc.,Common Stock,Common Stock,,,active
MGEE.US,NASDAQ,MGE Energy Inc,Common Stock,Common Stock,,,active
MGIC.US,NASDAQ,Magic Software Enterprises Ltd,Common Stock,Common Stock,,,active
MGIH.US,NASDAQ,Millennium Group International Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
MGN.US,NASDAQ,Megan Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
MGNI.US,NASDAQ,Magnite Inc,Common Stock,Common Stock,,,active
MGNX.US,NASDAQ,MacroGenics Inc,Common Stock,Common Stock,,,active
MGPI.US,NASDAQ,MGP Ingredients Inc,Common Stock,Common Stock,,,active
MGRB.US,NYSE,"Affiliated Managers Group, Inc.",Common Stock,Common Stock,,,active
MGRC.US,NASDAQ,McGrath RentCorp,Common Stock,Common Stock,,,active
MGRD.US,NYSE,"Affiliated Managers Group, Inc.",Common Stock,Common Stock,,,active
MGRE.US,NYSE,"Affiliated Managers Group, Inc.",Common Stock,Common Stock,,,active
MGRT.US,NASDAQ,Mega Fortune Company Limited Ordinary Shares,Common Stock,Common Stock,,,active
MGRX.US,NASDAQ,"Mangoceuticals, Inc. Common Stock",Common Stock,Common Stock,,,active
MGTX.US,NASDAQ,MeiraGTx Holdings PLC,Common Stock,Common Stock,,,active
MGX.US,NASDAQ,"Metagenomi, Inc. Common Stock",Common Stock,Common Stock,,,active
MGYR.US,NASDAQ,Magyar Bancorp Inc,Common Stock,Common Stock,,,active
MHNC.US,NYSE,Maiden Holdings North America Ltd ELKS,Common Stock,Common Stock,,,active
MHUA.US,NASDAQ,Meihua International Medical Technologies Co Ltd,Common Stock,Common Stock,,,active
MHUAF.US,NASDAQ,Meihua International Medical Technologies Co. Ltd.,Common Stock,Common Stock,,,active
MIDD.US,NASDAQ,Middleby Corp,Common Stock,Common Stock,,,active
MIGI.US,NASDAQ,Mawson Infrastructure Group Inc,Common Stock,Common Stock,,,active
MIMI.US,NASDAQ,Mint Incorporation Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
MIND.US,NASDAQ,Mind Technology Inc,Common Stock,Common Stock,,,active
MIRA.US,NASDAQ,"MIRA Pharmaceuticals, Inc. Common Stock",Common Stock,Common Stock,,,active
MIRM.US,NASDAQ,Mirum Pharmaceuticals Inc,Common Stock,Common Stock,,,active
MIST.US,NASDAQ,Milestone Pharmaceuticals Inc,Common Stock,Common Stock,,,active
MITK.US,NASDAQ,Mitek Systems Inc,Common Stock,Common Stock,,,active
MITN.US,NYSE,AG Mortgage Investment Trust Inc,Common Stock,Common Stock,,,active
MITP.US,NYSE,"AG Mortgage Investment Trust, Inc",Common Stock,Common Stock,,,active
MKCV.US,NYSE,"McCormick & Company, Incorporated",Common Stock,Common Stock,,,active
MKDW.US,NASDAQ,MKDWELL Tech Inc. Ordinary Share,Common Stock,Common Stock,,,active
MKDWW.US,NASDAQ,MKDWELL Tech Inc. Warrants,Common Stock,Common Stock,,,active
MKLY.US,NASDAQ,McKinley Acquisition Corporation Class A Ordinary Shares,Common Stock,Common Stock,,,active
MKSI.US,NASDAQ,MKS Instruments Inc,Common Stock,Common Stock,,,active
MKTSF.US,NASDAQ,DeepMarkit Corp.,Common Stock,Common Stock,,,active
MKTW.US,NASDAQ,Marketwise Inc,Common Stock,Common Stock,,,active
MKTX.US,NASDAQ,MarketAxess Holdings Inc,Common Stock,Common Stock,,,active
MKZR.US,NASDAQ,"MacKenzie Realty Capital, Inc. Common Stock",Common Stock,Common Stock,,,active
MLAAU.US,NASDAQ,Mountain Lake Acquisition Corp. II Units,Common Stock,Common Stock,,,active
MLAB.US,NASDAQ,Mesa Laboratories Inc,Common Stock,Common Stock,,,active
MLAC.US,NASDAQ,Mountain Lake Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
MLACR.US,NASDAQ,Mountain Lake Acquisition Corp. Right,Common Stock,Common Stock,,,active
MLACU.US,NASDAQ,Mountain Lake Acquisition Corp. Units,Common Stock,Common Stock,,,active
MLCI.US,NASDAQ,Mount Logan Capital Inc. Common Stock,Common Stock,Common Stock,,,active
MLCO.US,NASDAQ,Melco Resorts & Entertainment Ltd,Common Stock,Common Stock,,,active
MLEC.US,NASDAQ,Moolec Science SA Ordinary Shares,Common Stock,Common Stock,,,active
MLECW.US,NASDAQ,Moolec Science SA Warrant,Common Stock,Common Stock,,,active
MLGO.US,NASDAQ,MicroAlgo Inc.,Common Stock,Common Stock,,,active
MLKN.US,NASDAQ,MillerKnoll Inc,Common Stock,Common Stock,,,active
MLTX.US,NASDAQ,MoonLake Immunotherapeutics,Common Stock,Common Stock,,,active
MLYS.US,NASDAQ,"Mineralys Therapeutics, Inc. Common Stock",Common Stock,Common Stock,,,active
MMATQ.US,NASDAQ,Meta Materials Inc.,Common Stock,Common Stock,,,active
MMLP.US,NASDAQ,Martin Midstream Partners LP,Common Stock,Common Stock,,,active
MMSI.US,NASDAQ,Merit Medical Systems Inc,Common Stock,Common Stock,,,active
MMTX.US,NASDAQ,Miluna Acquisition Corp Class A Ordinary Share,Common Stock,Common Stock,,,active
MMYT.US,NASDAQ,MakeMyTrip Limited,Common Stock,Common Stock,,,active
MNDO.US,NASDAQ,MIND CTI Ltd,Common Stock,Common Stock,,,active
MNDR.US,NASDAQ,Mobile-health Network Solutions Class A Ordinary Shares,Common Stock,Common Stock,,,active
MNDY.US,NASDAQ,Monday.Com Ltd,Common Stock,Common Stock,,,active
MNKD.US,NASDAQ,MannKind Corp,Common Stock,Common Stock,,,active
MNOV.US,NASDAQ,MediciNova Inc,Common Stock,Common Stock,,,active
MNPR.US,NASDAQ,Monopar Therapeutics Inc,Common Stock,Common Stock,,,active
MNRO.US,NASDAQ,Monro Muffler Brake Inc,Common Stock,Common Stock,,,active
MNSB.US,NASDAQ,Mainstreet Bank,Common Stock,Common Stock,,,active
MNST.US,NASDAQ,Monster Beverage Corp,Common Stock,Common Stock,,,active
MNTK.US,NASDAQ,Montauk Renewables Inc,Common Stock,Common Stock,,,active
MNTS.US,NASDAQ,Momentus Inc,Common Stock,Common Stock,,,active
MNTSW.US,NASDAQ,Momentus Inc,Common Stock,Common Stock,,,active
MNY.US,NASDAQ,MoneyHero Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
MOB.US,NASDAQ,Mobilicom Limited American Depositary Shares,Common Stock,Common Stock,,,active
MOBBW.US,NASDAQ,Mobilicom Limited Warrants,Common Stock,Common Stock,,,active
MOBX.US,NASDAQ,Mobix Labs Inc,Common Stock,Common Stock,,,active
MOBXW.US,NASDAQ,Mobix Labs Inc,Common Stock,Common Stock,,,active
MODD.US,NASDAQ,Modular Medical Inc,Common Stock,Common Stock,,,active
MOFG.US,NASDAQ,MidWestOne Financial Group Inc,Common Stock,Common Stock,,,active
MOLN.US,NASDAQ,Molecular Partners AG ADR,Common Stock,Common Stock,,,active
MOMO.US,NASDAQ,Hello Group Inc,Common Stock,Common Stock,,,active
MONDQ.US,NASDAQ,Mondee Holdings Inc.,Common Stock,Common Stock,,,active
MORN.US,NASDAQ,Morningstar Inc,Common Stock,Common Stock,,,active
MOVE.US,NASDAQ,Movano Inc,Common Stock,Common Stock,,,active
MPAA.US,NASDAQ,Motorcar Parts of America Inc,Common Stock,Common Stock,,,active
MPB.US,NASDAQ,Mid Penn Bancorp,Common Stock,Common Stock,,,active
MPLT.US,NASDAQ,"MapLight Therapeutics, Inc. Common Stock",Common Stock,Common Stock,,,active
MPWR.US,NASDAQ,Monolithic Power Systems Inc,Common Stock,Common Stock,,,active
MQ.US,NASDAQ,Marqeta Inc,Common Stock,Common Stock,,,active
MRAI.US,NASDAQ,Marpai Inc,Common Stock,Common Stock,,,active
MRAM.US,NASDAQ,Everspin Technologies Inc,Common Stock,Common Stock,,,active
MRBK.US,NASDAQ,Meridian Bank,Common Stock,Common Stock,,,active
MRCC.US,NASDAQ,Monroe Capital Corp,Common Stock,Common Stock,,,active
MRCY.US,NASDAQ,Mercury Systems Inc,Common Stock,Common Stock,,,active
MREO.US,NASDAQ,Mereo BioPharma Group PLC ADR,Common Stock,Common Stock,,,active
MRKR.US,NASDAQ,Marker Therapeutics Inc,Common Stock,Common Stock,,,active
MRM.US,NASDAQ,Medirom Healthcare Technologies Inc,Common Stock,Common Stock,,,active
MRNA.US,NASDAQ,Moderna Inc,Common Stock,Common Stock,,,active
MRNFF.US,NASDAQ,Meren Energy Inc.,Common Stock,Common Stock,,,active
MRNO.US,NASDAQ,Murano Global Investments PLC Ordinary Shares,Common Stock,Common Stock,,,active
MRNOW.US,NASDAQ,Murano Global Investments PLC Warrants,Common Stock,Common Stock,,,active
MRTN.US,NASDAQ,Marten Transport Ltd,Common Stock,Common Stock,,,active
MRVI.US,NASDAQ,Maravai Lifesciences Holdings Inc,Common Stock,Common Stock,,,active
MRVL.US,NASDAQ,Marvell Technology Group Ltd,Common Stock,Common Stock,,,active
MRX.US,NASDAQ,Marex Group plc Ordinary Shares,Common Stock,Common Stock,,,active
MSAI.US,NASDAQ,Infrared Cameras Holdings Inc,Common Stock,Common Stock,,,active
MSAIW.US,NASDAQ,Infrared Cameras Holdings Inc,Common Stock,Common Stock,,,active
MSBI.US,NASDAQ,Midland States Bancorp Inc,Common Stock,Common Stock,,,active
MSBIP.US,NASDAQ,Midland States Bancorp Inc,Common Stock,Common Stock,,,active
MSEX.US,NASDAQ,Middlesex Water Company,Common Stock,Common Stock,,,active
MSGM.US,NASDAQ,Motorsport Gaming Us LLC,Common Stock,Common Stock,,,active
MSGY.US,NASDAQ,Masonglory Limited Ordinary Shares,Common Stock,Common Stock,,,active
MSPR.US,NASDAQ,MSP Recovery Inc,Common Stock,Common Stock,,,active
MSPRW.US,NASDAQ,MSP Recovery Inc,Common Stock,Common Stock,,,active
MSPRZ.US,NASDAQ,MSP Recovery Inc.,Common Stock,Common Stock,,,active
MSS.US,NASDAQ,Maison Solutions Inc,Common Stock,Common Stock,,,active
MSTR.US,NASDAQ,MicroStrategy Incorporated,Common Stock,Common Stock,,,active
MSW.US,NASDAQ,Ming Shing Group Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
MTC.US,NASDAQ,MMTEC Inc,Common Stock,Common Stock,,,active
MTCH.US,NASDAQ,Match Group Inc,Common Stock,Common Stock,,,active
MTEK.US,NASDAQ,Maris Tech Ltd,Common Stock,Common Stock,,,active
MTEKW.US,NASDAQ,Maris-Tech Ltd. Warrants,Common Stock,Common Stock,,,active
MTEN.US,NASDAQ,Mingteng International Corporation Inc. Ordinary Shares,Common Stock,Common Stock,,,active
MTEX.US,NASDAQ,Mannatech Incorporated,Common Stock,Common Stock,,,active
MTLS.US,NASDAQ,Materialise NV,Common Stock,Common Stock,,,active
MTRX.US,NASDAQ,Matrix Service Co,Common Stock,Common Stock,,,active
MTSI.US,NASDAQ,MACOM Technology Solutions Holdings Inc,Common Stock,Common Stock,,,active
MTVA.US,NASDAQ,MetaVia Inc.,Common Stock,Common Stock,,,active
MU.US,NASDAQ,Micron Technology Inc,Common Stock,Common Stock,,,active
MUZEU.US,NASDAQ,Muzero Acquisition Corp Unit,Common Stock,Common Stock,,,active
MVBF.US,NASDAQ,MVB Financial Corp,Common Stock,Common Stock,,,active
MVIS.US,NASDAQ,Microvision Inc,Common Stock,Common Stock,,,active
MVST.US,NASDAQ,Microvast Holdings Inc,Common Stock,Common Stock,,,active
MVSTW.US,NASDAQ,Microvast Holdings Inc,Common Stock,Common Stock,,,active
MWYN.US,NASDAQ,"Marwynn Holdings, Inc. Common stock",Common Stock,Common Stock,,,active
MXCT.US,NASDAQ,MaxCyte Inc,Common Stock,Common Stock,,,active
MXL.US,NASDAQ,MaxLinear Inc,Common Stock,Common Stock,,,active
MYFW.US,NASDAQ,First Western Financial Inc,Common Stock,Common Stock,,,active
MYGN.US,NASDAQ,Myriad Genetics Inc,Common Stock,Common Stock,,,active
MYNZ.US,NASDAQ,Mainz Biomed BV,Common Stock,Common Stock,,,active
MYPS.US,NASDAQ,Playstudios Inc,Common Stock,Common Stock,,,active
MYPSW.US,NASDAQ,PLAYSTUDIOS Inc,Common Stock,Common Stock,,,active
MYRG.US,NASDAQ,MYR Group Inc,Common Stock,Common Stock,,,active
MYSE.US,NASDAQ,"Myseum, Inc.",Common Stock,Common Stock,,,active
MYSZ.US,NASDAQ,My Size Inc,Common Stock,Common Stock,,,active
MZTI.US,NASDAQ,The Marzetti Company,Common Stock,Common Stock,,,active
NA.US,NASDAQ,Nano Labs Ltd,Common Stock,Common Stock,,,active
NAAS.US,NASDAQ,Naas Technology Inc ADR,Common Stock,Common Stock,,,active
NAGE.US,NASDAQ,"Niagen Bioscience, Inc.",Common Stock,Common Stock,,,active
NAII.US,NASDAQ,Natural Alternatives International,Common Stock,Common Stock,,,active
NAKA.US,NASDAQ,"Kindly MD, Inc.",Common Stock,Common Stock,,,active
NAKAW.US,NASDAQ,"Kindly MD, Inc.",Common Stock,Common Stock,,,active
NAMI.US,NASDAQ,Jinxin Technology Holding Company American Depositary Shares,Common Stock,Common Stock,,,active
NAMM.US,NASDAQ,Namib Minerals Ordinary Shares,Common Stock,Common Stock,,,active
NAMS.US,NASDAQ,NewAmsterdam Pharma Company N.V. Ordinary Shares,Common Stock,Common Stock,,,active
NAMSW.US,NASDAQ,NewAmsterdam Pharma Company N.V. Warrant,Common Stock,Common Stock,,,active
NATH.US,NASDAQ,Nathans Famous Inc,Common Stock,Common Stock,,,active
NATL.US,NASDAQ,NCR Atleos Corporation,Common Stock,Common Stock,,,active
NATR.US,NASDAQ,Natures Sunshine Products Inc,Common Stock,Common Stock,,,active
NAUT.US,NASDAQ,Nautilus Biotechnology Inc,Common Stock,Common Stock,,,active
NAVBQ.US,NASDAQ,Navidea Biopharmaceuticals Inc.,Common Stock,Common Stock,,,active
NAVI.US,NASDAQ,Navient Corp,Common Stock,Common Stock,,,active
NAVN.US,NASDAQ,"Navan, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
NB.US,NASDAQ,NioCorp Developments Ltd. Common Stock,Common Stock,Common Stock,,,active
NBBK.US,NASDAQ,"NB Bancorp, Inc. Common Stock",Common Stock,Common Stock,,,active
NBIS.US,NASDAQ,Nebius Group N.V.,Common Stock,Common Stock,,,active
NBIX.US,NASDAQ,Neurocrine Biosciences Inc,Common Stock,Common Stock,,,active
NBN.US,NASDAQ,Northeast Bancorp,Common Stock,Common Stock,,,active
NBP.US,NASDAQ,NovaBridge Biosciences,Common Stock,Common Stock,,,active
NBST.US,NASDAQ,Newbury Street Acquisition Corp,Common Stock,Common Stock,,,active
NBTB.US,NASDAQ,NBT Bancorp Inc,Common Stock,Common Stock,,,active
NBTX.US,NASDAQ,Nanobiotix,Common Stock,Common Stock,,,active
NCEL.US,NASDAQ,NewcelX Ltd.,Common Stock,Common Stock,,,active
NCEW.US,NASDAQ,New Century Logistics (BVI) Limited Ordinary Shares,Common Stock,Common Stock,,,active
NCI.US,NASDAQ,Neo-Concept International Group Holdings Limited Ordinary Shares,Common Stock,Common Stock,,,active
NCMI.US,NASDAQ,National CineMedia Inc,Common Stock,Common Stock,,,active
NCNA.US,NASDAQ,NuCana PLC,Common Stock,Common Stock,,,active
NCNO.US,NASDAQ,nCino Inc,Common Stock,Common Stock,,,active
NCPL.US,NASDAQ,Netcapital Inc,Common Stock,Common Stock,,,active
NCPLW.US,NASDAQ,Netcapital Inc,Common Stock,Common Stock,,,active
NCRA.US,NASDAQ,Nocera Inc,Common Stock,Common Stock,,,active
NCSM.US,NASDAQ,NCS Multistage Holdings Inc,Common Stock,Common Stock,,,active
NCT.US,NASDAQ,Intercont (Cayman) Limited Ordinary shares,Common Stock,Common Stock,,,active
NCTY.US,NASDAQ,The9 Ltd ADR,Common Stock,Common Stock,,,active
NDAQ.US,NASDAQ,Nasdaq Inc,Common Stock,Common Stock,,,active
NDLS.US,NASDAQ,Noodles & Company,Common Stock,Common Stock,,,active
NDRA.US,NASDAQ,ENDRA Life Sciences Inc,Common Stock,Common Stock,,,active
NDSN.US,NASDAQ,Nordson Corporation,Common Stock,Common Stock,,,active
NECB.US,NASDAQ,Northeast Community Bancorp Inc,Common Stock,Common Stock,,,active
NEGG.US,NASDAQ,Newegg Commerce Inc,Common Stock,Common Stock,,,active
NEO.US,NASDAQ,NeoGenomics Inc,Common Stock,Common Stock,,,active
NEOG.US,NASDAQ,Neogen Corporation,Common Stock,Common Stock,,,active
NEON.US,NASDAQ,Neonode Inc,Common Stock,Common Stock,,,active
